0.000000 0 0 0 0 -5 0 0 0 -1217322640
0.100000 2 0 0 0 -5 0 0 0 -1217323861
0.200000 4 1 0 0 -5 0 0 0 1067553169
0.300000 5 2 0 0 -5 0 0 0 -1217323861
0.400000 5 2 0 0 -5 0 0 0 1067553169
0.500000 5 3 0 0 -5 0 0 0 1067553169
0.600000 4 4 0 0 -5 0 0 0 1067553169
0.700000 3 5 0 0 -5 0 0 0 1067553169
0.800000 2 6 0 0 -5 0 0 0 1067553169
0.900000 1 7 0 0 -5 0 0 0 1067553169
1.000000 0 8 0 0 -5 0 0 0 1067553169
1.100000 0 8 0 0 -5 0 0 0 -1217232540
1.200000 0 9 0 0 -5 0 0 0 1067553169
1.300000 0 10 0 0 -5 0 0 0 1067553169
1.400000 0 10 0 0 -5 0 0 0 1067553169
1.500000 0 11 0 0 -5 0 0 0 1067553169
1.600000 0 11 0 0 -5 0 0 0 -1217232540
1.700000 0 11 0 0 -5 0 0 0 -1217232540
1.800000 0 11 0 0 -5 0 0 0 -1217232540
1.900000 0 11 0 0 -5 0 0 0 -1217232540
2.000000 0 11 0 0 -5 0 0 0 1076035584
2.100000 0 11 0 0 -5 0 0 0 1067553169
2.200000 1 12 0 0 -5 0 0 0 1067553169
2.300000 2 12 0 0 -5 0 0 0 -1217323861
2.400000 1 13 0 0 -5 0 0 0 1067553169
2.500000 1 14 0 0 -5 0 0 0 -1217323861
2.600000 22 16 0 0 -5 0 0 0 1067553169
2.700000 21 17 0 0 -5 0 0 0 1067553169
2.800000 20 18 0 0 -5 0 0 0 1067553169
2.900000 21 18 0 0 -5 0 0 0 -1217323861
3.000000 21 19 0 0 -5 0 0 0 1067553169
3.100000 20 20 0 0 -5 0 0 0 1067553169
3.200000 20 20 0 0 -5 0 0 0 -1217232540
3.300000 18 22 0 0 -5 0 0 0 1067553169
3.400000 17 23 0 0 -5 0 0 0 1067553169
3.500000 17 23 0 0 -5 0 0 0 -1217232540
3.600000 16 24 0 0 -5 0 0 0 1067553169
3.700000 15 25 0 0 -5 0 0 0 1067553169
3.800000 14 26 0 0 -5 0 0 0 1067553169
3.900000 15 27 0 0 -5 0 0 0 -1217323861
4.000000 15 28 0 0 -5 0 0 0 -1217323861
4.100000 15 28 0 0 -5 0 0 0 1067553169
4.200000 14 29 0 0 -5 0 0 0 1067553169
4.300000 13 30 0 0 -5 0 0 0 1067553169
4.400000 13 31 0 0 -5 0 0 0 1067553169
4.500000 13 32 0 0 -5 0 0 0 1067553169
4.600000 13 33 0 0 -5 0 0 0 1067553169
4.700000 12 34 0 0 -5 0 0 0 1067553169
4.800000 12 35 0 0 -5 0 0 0 -1217323861
4.900000 13 36 0 0 -5 0 0 0 1067553169
5.000000 12 37 0 0 -5 0 0 0 1067553169
5.100000 12 38 0 0 -5 0 0 0 -1217323861
5.200000 11 39 0 0 -5 0 0 0 1067553169
5.300000 10 40 0 0 -5 0 0 0 1067553169
5.400000 9 41 0 0 -5 0 0 0 1067553169
5.500000 9 42 0 0 -5 0 0 0 -1217323861
5.600000 9 43 0 0 -5 0 0 0 -1217323861
5.700000 9 44 0 0 -5 0 0 0 -1217323861
5.800000 8 45 0 0 -5 0 0 0 1067553169
5.900000 7 46 0 0 -5 0 0 0 1067553169
6.000000 6 47 0 0 -5 0 0 0 1067553169
6.100000 5 48 0 0 -5 0 0 0 1067553169
6.200000 4 49 0 0 -5 0 0 0 1067553169
6.300000 3 50 0 0 -5 0 0 0 1067553169
6.400000 2 51 0 0 -5 0 0 0 1067553169
6.500000 3 52 0 0 -5 0 0 0 -1217323861
6.600000 2 45 -10 0 -5 0 4 0 -1217319675
6.700000 1 38 -10 0 -5 0 8 0 -1217319675
6.800000 1 31 -10 0 -5 0 11 0 -1217323861
6.900000 1 24 -10 0 -5 0 17 0 -1217319675
7.000000 1 16 -10 0 -5 0 21 0 -1217319675
7.100000 0 9 -10 0 -5 0 24 0 1067553169
7.200000 0 2 -10 0 -5 0 26 0 -1217319675
7.300000 0 0 -10 0 -5 0 28 0 -1217319675
7.400000 0 0 -10 0 -5 0 29 0 -1217319675
7.500000 0 0 -10 0 -5 0 31 0 -1217421992
7.600000 0 1 0 0 0 0 31 0 1067553169
7.700000 0 2 0 0 0 0 31 0 -1217323861
7.800000 0 2 0 0 0 0 31 0 1067553169
7.900000 0 3 0 0 0 0 31 0 1067553169
8.000000 0 3 0 0 0 0 31 0 -1217232540
8.100000 0 3 0 0 0 0 31 0 -1217323861
8.200000 0 3 0 0 0 0 31 0 1067553169
8.300000 0 4 0 0 0 0 31 0 1067553169
8.400000 0 5 0 0 0 0 31 0 1067553169
8.500000 0 5 0 0 0 0 31 0 -1217323861
8.600000 0 5 0 0 0 0 31 0 1067553169
8.700000 0 6 0 0 0 0 31 0 1067553169
8.800000 0 7 0 0 0 0 31 0 1067553169
8.900000 0 7 0 0 0 0 31 0 -1217232540
9.000000 0 7 0 0 0 0 31 0 -1217232540
9.100000 0 7 0 0 0 0 31 0 -1217232540
9.200000 0 7 0 0 0 0 31 0 -1217323861
9.300000 0 7 0 0 0 0 31 0 1067553169
9.400000 0 8 0 0 0 0 31 0 1067553169
9.500000 0 8 0 0 0 0 31 0 -1217232540
9.600000 0 8 0 0 0 0 31 0 1076953088
9.700000 1 8 0 0 0 0 31 0 -1217323861
9.800000 0 9 0 0 0 0 31 0 -1217323861
9.900000 0 9 0 0 0 0 31 0 -1217232540
10.000000 0 9 0 0 0 0 31 0 1067553169
10.100000 0 10 0 0 0 0 31 0 1067553169
10.200000 0 11 0 0 0 0 31 0 1067553169
10.300000 0 11 0 0 0 0 31 0 -1217232540
10.400000 19 11 0 0 0 0 0 0 1067553169
10.500000 18 12 0 0 0 0 0 0 1067553169
10.600000 18 13 0 0 0 0 0 0 -1217323861
10.700000 18 13 0 0 0 0 0 0 1067553169
10.800000 17 14 0 0 0 0 0 0 1067553169
10.900000 17 15 0 0 0 0 0 0 -1217323861
11.000000 16 16 0 0 0 0 0 0 1067553169
11.100000 16 17 0 0 0 0 0 0 -1217323861
11.200000 15 18 0 0 0 0 0 0 -1217323861
11.300000 15 18 0 0 0 0 0 0 1067553169
11.400000 14 19 0 0 0 0 0 0 1067553169
11.500000 16 20 0 0 0 0 0 0 -1217323861
11.600000 15 21 0 0 0 0 0 0 1067553169
11.700000 14 22 0 0 0 0 0 0 1067553169
11.800000 14 23 0 0 0 0 0 0 -1217323861
11.900000 13 24 0 0 0 0 0 0 1067553169
12.000000 12 25 0 0 0 0 0 0 1067553169
12.100000 12 26 0 0 0 0 0 0 1067553169
12.200000 12 27 0 0 0 0 0 0 -1217323861
12.300000 11 28 0 0 0 0 0 0 1067553169
12.400000 10 29 0 0 0 0 0 0 1067553169
12.500000 9 30 0 0 0 0 0 0 1067553169
12.600000 10 31 0 0 0 0 0 0 -1217323861
12.700000 10 32 0 0 0 0 0 0 1067553169
12.800000 10 33 0 0 0 0 0 0 1067553169
12.900000 10 34 0 0 0 0 0 0 1067553169
13.000000 9 35 0 0 0 0 0 0 1067553169
13.100000 9 36 0 0 0 0 0 0 1067553169
13.200000 8 37 0 0 0 0 0 0 1067553169
13.300000 7 38 0 0 0 0 0 0 1067553169
13.400000 6 39 0 0 0 0 0 0 1067553169
13.500000 6 40 0 0 0 0 0 0 1067553169
13.600000 5 41 0 0 0 0 0 0 1067553169
13.700000 4 42 0 0 0 0 0 0 1067553169
13.800000 4 43 0 0 0 0 0 0 -1217323861
13.900000 3 44 0 0 0 0 0 0 1067553169
14.000000 3 45 0 0 0 0 0 0 -1217323861
14.100000 2 38 -10 0 0 0 2 0 -1217421992
14.200000 1 31 -10 0 0 0 5 1 -1217319675
14.300000 0 24 -10 0 0 0 11 0 -1217319675
14.400000 1 17 -10 0 0 0 15 0 -1217421992
14.500000 0 10 -10 1 0 0 18 0 -1217319675
14.600000 1 2 -10 0 0 0 21 0 -1217323861
14.700000 0 0 -10 0 0 0 22 0 -1217421992
14.800000 0 0 -10 0 0 0 23 0 -1217319675
14.900000 0 0 -10 0 0 0 24 0 -1217421992
15.000000 0 0 -10 0 0 0 24 0 -1217232540
15.100000 0 0 0 0 -5 0 24 0 1067553169
15.200000 0 1 0 0 -5 0 24 0 1067553169
15.300000 0 1 0 0 -5 0 24 1 -1217319675
15.400000 0 1 0 0 -5 0 24 1 -1217232540
15.500000 3 1 0 0 -5 0 24 1 -1217323861
15.600000 3 2 0 0 -5 0 24 2 -1217319675
15.700000 3 2 0 0 -5 0 24 2 -1217232540
15.800000 3 2 0 0 -5 0 24 2 1067553169
15.900000 2 3 0 0 -5 0 24 2 1067553169
16.000000 3 4 0 0 -5 0 24 2 -1217323861
16.100000 2 5 0 0 -5 0 24 2 1067553169
16.200000 1 6 0 0 -5 0 24 2 1067553169
16.300000 0 7 0 0 -5 0 24 2 1067553169
16.400000 0 8 0 0 -5 0 24 2 1067553169
16.500000 0 8 0 0 -5 0 24 2 -1217232540
16.600000 0 8 0 0 -5 0 24 2 -1217232540
16.700000 0 8 0 0 -5 0 24 2 -1217232540
16.800000 0 8 0 0 -5 0 24 2 -1217232540
16.900000 0 8 0 0 -5 0 24 2 -1217232540
17.000000 1 8 0 0 -5 0 24 2 -1217323861
17.100000 2 9 0 0 -5 0 24 2 -1217323861
17.200000 4 9 0 0 -5 0 24 2 -1217323861
17.300000 3 10 0 0 -5 0 24 2 -1217323861
17.400000 3 10 0 0 -5 0 24 2 -1217232540
17.500000 5 10 0 0 -5 0 24 2 -1217323861
17.600000 3 12 0 0 -5 0 24 2 1067553169
17.700000 29 13 0 0 -5 0 0 2 -1217323861
17.800000 29 13 0 0 -5 0 0 2 1067553169
17.900000 28 14 0 0 -5 0 0 2 1067553169
