0.000000 0 0 0 0 -5
0.100000 1 0 0 0 -5
0.200000 1 0 0 0 -5
0.300000 1 1 0 0 -5
0.400000 1 2 0 0 -5
0.500000 0 4 0 0 -5
0.600000 0 5 0 0 -5
0.700000 0 6 0 0 -5
0.800000 0 6 0 0 -5
0.900000 0 6 0 0 -5
1.000000 0 6 0 0 -5
1.100000 0 7 0 0 -5
1.200000 0 7 0 0 -5
1.300000 1 7 0 0 -5
1.400000 0 9 0 0 -5
1.500000 0 9 0 0 -5
1.600000 1 9 0 0 -5
1.700000 2 10 0 0 -5
1.800000 2 10 0 0 -5
1.900000 3 10 0 0 -5
2.000000 4 10 0 0 -5
2.100000 31 11 0 0 -5
2.200000 30 12 0 0 -5
2.300000 29 13 0 0 -5
2.400000 27 15 0 0 -5
2.500000 26 16 0 0 -5
2.600000 25 17 0 0 -5
2.700000 25 18 0 0 -5
2.800000 24 19 0 0 -5
2.900000 23 21 0 0 -5
3.000000 22 22 0 0 -5
3.100000 21 23 0 0 -5
3.200000 20 24 0 0 -5
3.300000 19 25 0 0 -5
3.400000 17 27 0 0 -5
3.500000 16 28 0 0 -5
3.600000 15 29 0 0 -5
3.700000 14 30 0 0 -5
3.800000 13 31 0 0 -5
3.900000 11 33 0 0 -5
4.000000 11 34 0 0 -5
4.100000 10 35 0 0 -5
4.200000 9 36 0 0 -5
4.300000 8 37 0 0 -5
4.400000 8 39 0 0 -5
4.500000 7 40 0 0 -5
4.600000 6 41 0 0 -5
4.700000 6 42 0 0 -5
4.800000 5 43 0 0 -5
4.900000 4 45 0 0 -5
5.000000 4 45 0 0 -5
5.100000 4 45 0 0 -5
5.200000 4 46 0 0 -5
5.300000 3 47 0 0 -5
5.400000 2 49 0 0 -5
5.500000 2 50 0 0 -5
5.600000 1 51 0 0 -5
5.700000 0 52 0 0 -5
5.800000 0 53 0 0 -5
5.900000 0 53 0 0 -5
6.000000 0 53 0 0 -5
6.100000 0 53 0 0 -5
6.200000 1 53 0 0 -5
6.300000 0 54 0 0 -5
6.400000 0 54 0 0 -5
6.500000 0 55 0 0 -5
6.600000 0 47 20 0 -5
6.700000 0 40 20 2 -5
6.800000 0 33 20 6 -5
6.900000 0 26 20 8 -5
7.000000 0 18 20 13 -5
7.100000 1 10 20 17 -5
7.200000 1 2 20 18 -5
7.300000 1 0 20 18 -5
7.400000 0 0 20 18 -5
7.500000 0 0 20 17 -5
7.600000 0 0 0 16 0
7.700000 0 0 0 15 0
7.800000 0 0 0 14 0
7.900000 1 0 0 13 0
8.000000 1 0 0 12 0
8.100000 1 0 0 11 0
8.200000 0 1 0 10 0
8.300000 0 2 0 11 0
8.400000 0 2 0 11 0
8.500000 0 2 0 10 0
8.600000 0 2 0 9 0
8.700000 1 2 0 8 0
8.800000 2 2 0 7 0
8.900000 2 2 0 6 0
9.000000 2 2 0 5 0
9.100000 2 2 0 4 0
9.200000 1 3 0 3 0
9.300000 0 4 0 2 0
9.400000 0 5 0 2 0
9.500000 0 5 0 2 0
9.600000 1 5 0 1 0
9.700000 34 5 0 0 0
9.800000 33 7 0 0 0
9.900000 33 7 0 0 0
10.000000 34 7 0 0 0
10.100000 35 8 0 0 0
10.200000 36 8 0 0 0
10.300000 37 8 0 0 0
10.400000 38 8 0 0 0
